	edge_type	node1	node2	weight
('HIST1H3J', 'SMARCB1', 'STRING_textmining')	STRING_textmining	HIST1H3J	SMARCB1	196
('HIST1H3H', 'SMARCB1', 'STRING_experimental')	STRING_experimental	HIST1H3H	SMARCB1	148
('HIST1H3H', 'SMARCB1', 'STRING_textmining')	STRING_textmining	HIST1H3H	SMARCB1	196
('ACTN4', 'SMARCB1', 'PCnet_other')	PCnet_other	ACTN4	SMARCB1	1
('DNMT3L', 'HIST1H3A', 'PCnet_other')	PCnet_other	DNMT3L	HIST1H3A	1
('DNMT3L', 'HIST1H3J', 'PCnet_other')	PCnet_other	DNMT3L	HIST1H3J	1
('AIRE', 'HIST1H3A', 'STRING_experimental')	STRING_experimental	AIRE	HIST1H3A	877
('AIRE', 'HIST1H3A', 'STRING_textmining')	STRING_textmining	AIRE	HIST1H3A	68
('HIST1H3D', 'HIST1H3J', 'STRING_database')	STRING_database	HIST1H3D	HIST1H3J	900
('HIST1H3D', 'HIST1H3J', 'STRING_coexpression')	STRING_coexpression	HIST1H3D	HIST1H3J	87
('HIST1H3D', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	HIST1H3D	HIST1H3J	800
('HIST1H3D', 'HIST1H3J', 'STRING_textmining')	STRING_textmining	HIST1H3D	HIST1H3J	46
('HIST1H3D', 'HIST1H3H', 'STRING_database')	STRING_database	HIST1H3D	HIST1H3H	900
('HIST1H3D', 'HIST1H3H', 'STRING_coexpression')	STRING_coexpression	HIST1H3D	HIST1H3H	98
('HIST1H3D', 'HIST1H3H', 'STRING_experimental')	STRING_experimental	HIST1H3D	HIST1H3H	800
('HIST1H3D', 'HIST1H3H', 'STRING_textmining')	STRING_textmining	HIST1H3D	HIST1H3H	46
('AIRE', 'HIST1H3D', 'STRING_experimental')	STRING_experimental	AIRE	HIST1H3D	877
('AIRE', 'HIST1H3D', 'STRING_textmining')	STRING_textmining	AIRE	HIST1H3D	68
('HIST1H3D', 'NOTCH1', 'STRING_experimental')	STRING_experimental	HIST1H3D	NOTCH1	84
('HIST1H3D', 'NOTCH1', 'STRING_textmining')	STRING_textmining	HIST1H3D	NOTCH1	145
('HIST1H3H', 'HIST1H3J', 'STRING_database')	STRING_database	HIST1H3H	HIST1H3J	900
('HIST1H3H', 'HIST1H3J', 'STRING_coexpression')	STRING_coexpression	HIST1H3H	HIST1H3J	213
('HIST1H3H', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	HIST1H3H	HIST1H3J	800
('AIRE', 'HIST1H3J', 'STRING_experimental')	STRING_experimental	AIRE	HIST1H3J	830
('AIRE', 'HIST1H3J', 'STRING_textmining')	STRING_textmining	AIRE	HIST1H3J	68
('HIST1H3J', 'NOTCH1', 'STRING_experimental')	STRING_experimental	HIST1H3J	NOTCH1	84
('HIST1H3J', 'NOTCH1', 'STRING_textmining')	STRING_textmining	HIST1H3J	NOTCH1	139
('AIRE', 'HIST1H3H', 'STRING_experimental')	STRING_experimental	AIRE	HIST1H3H	830
('AIRE', 'HIST1H3H', 'STRING_textmining')	STRING_textmining	AIRE	HIST1H3H	68
('HIST1H3H', 'NOTCH1', 'STRING_experimental')	STRING_experimental	HIST1H3H	NOTCH1	84
('HIST1H3H', 'NOTCH1', 'STRING_textmining')	STRING_textmining	HIST1H3H	NOTCH1	139
('ACTN2', 'GRIN2B', 'STRING_database')	STRING_database	ACTN2	GRIN2B	900
('ACTN2', 'GRIN2B', 'STRING_coexpression')	STRING_coexpression	ACTN2	GRIN2B	88
('ACTN2', 'GRIN2B', 'STRING_experimental')	STRING_experimental	ACTN2	GRIN2B	400
('ACTN2', 'GRIN2B', 'STRING_textmining')	STRING_textmining	ACTN2	GRIN2B	245
('ACTN2', 'ACTN4', 'STRING_database')	STRING_database	ACTN2	ACTN4	900
('ACTN2', 'ACTN4', 'STRING_experimental')	STRING_experimental	ACTN2	ACTN4	988
('ACTN2', 'ACTN4', 'STRING_textmining')	STRING_textmining	ACTN2	ACTN4	51
('ACTN2', 'MAPT', 'STRING_coexpression')	STRING_coexpression	ACTN2	MAPT	133
('ACTN2', 'MAPT', 'STRING_textmining')	STRING_textmining	ACTN2	MAPT	220
('ACTN4', 'GRIN2B', 'STRING_experimental')	STRING_experimental	ACTN4	GRIN2B	158
